TwitterHandle,Date,TweetsAgo,Compound,Positive,Negative,Neutral,Tweet
CNN,2018-10-12 08:30:13+00:00,78,-0.6597,0.0,0.794,0.206,Turkey claims it has audio and video recordings proving a Saudi journalist was murdered inside the Saudi consulate… https://t.co/OnmHIxoxli
CNN,2018-10-12 08:24:08+00:00,79,0.4019,0.197,0.803,0.0,Scientists in China have bred healthy mice with two moms https://t.co/cD0WI7DqqK https://t.co/A567h9qxYs
CNN,2018-10-12 08:13:05+00:00,80,0.25,0.143,0.857,0.0,"This photographer provides an alternative, crayon-colored vision of suburban Istanbul https://t.co/PKAWKZ1BbG via… https://t.co/HocokykT4T"
CNN,2018-10-12 08:01:00+00:00,81,0.7778,0.244,0.756,0.0,Jeff Bezos is the world's richest man heading up one of the most valuable companies ever. So what's next for the vi… https://t.co/qfIDyzYpJB
CNN,2018-10-12 07:54:35+00:00,82,0.1027,0.06,0.94,0.0,"The White House reached out to Nancy Brinker, the founder of the Susan G. Komen foundation, to ask if she would be… https://t.co/HOsgmi6dgn"
CNN,2018-10-12 07:31:00+00:00,83,0.4019,0.13,0.87,0.0,One viral menu item can make a restaurant famous on Instagram — and massively boost business. Here's how the social… https://t.co/zn0rY34kqD
CNN,2018-10-12 07:15:08+00:00,84,0.34,0.112,0.888,0.0,"This school in Panama City, Florida, welcomed children who were displaced by Hurricane Maria in Puerto Rico last ye… https://t.co/41BSyle6NZ"
CNN,2018-10-12 07:08:00+00:00,85,-0.6705,0.0,0.769,0.231,An 11-year-old girl was killed when a carport flew into her grandparents' home during Hurricane Michael https://t.co/2tXv5yPPdn
CNN,2018-10-12 07:01:04+00:00,86,0.0,0.0,1.0,0.0,Astronomers witness the birth of a binary star system for the first time https://t.co/cN5FXoAWKf https://t.co/vwGu1yf3X6
CNN,2018-10-12 06:31:03+00:00,87,0.0,0.0,1.0,0.0,"President Trump's visit to the UK in July cost police around £18 million ($23.8 million), police estimate. The amou… https://t.co/b3ij1YHwcJ"
CNN,2018-10-12 06:16:00+00:00,88,0.0,0.0,1.0,0.0,Sears may be days away from bankruptcy. But there was a time when Sears was the largest retailer in America.… https://t.co/GkhTjAvq2C
CNN,2018-10-12 06:12:47+00:00,89,0.0,0.0,1.0,0.0,"RT @cnni: In a couple of hours, @richardquest will be live on LINE answering your questions about traveling on the world's longest flight.…"
CNN,2018-10-12 06:01:03+00:00,90,0.0,0.0,1.0,0.0,"A New York City councilman says while jogging in Queens, he saw a flyer urging US citizens to report undocumented i… https://t.co/Qie27UJHlZ"
CNN,2018-10-12 05:46:00+00:00,91,0.0,0.0,1.0,0.0,This Chinese company makes smartphones called Tecnos — but it's never sold a single phone in China. Here's how a li… https://t.co/muhN6HPDIT
CNN,2018-10-12 05:31:12+00:00,92,-0.7351,0.0,0.744,0.256,The Kingdom of Bhutan can teach us a lot about fighting climate change. The country is already carbon negative: it… https://t.co/abst2nlUzM
CNN,2018-10-12 05:21:04+00:00,93,0.0,0.0,1.0,0.0,"The world's longest nonstop flight, from Singapore to New York, is in the air right now -- and CNN's @richardquest… https://t.co/geM9oqhBpI"
CNN,2018-10-12 05:16:00+00:00,94,0.0,0.0,1.0,0.0,"Airbnb operates in more than 190 countries. But it started with just a few air mattresses. 

Here's how the company… https://t.co/z7lRH2Az3E"
CNN,2018-10-12 05:01:02+00:00,95,0.0,0.0,1.0,0.0,Former first lady Michelle Obama says that her campaign slogan urging Democrats to remain civil when facing Republi… https://t.co/bkYIqT4GaW
CNN,2018-10-12 04:46:00+00:00,96,0.0,0.0,1.0,0.0,"Before it was used by celebrities and politicians, Twitter was nothing more than an idea sketched on Jack Dorsey's… https://t.co/a8OlNf6K1r"
CNN,2018-10-12 04:31:07+00:00,97,-0.7506,0.0,0.758,0.242,"20 years ago this week, Matthew Shepard died after being beaten, burned and left tied to a fence in Wyoming by two… https://t.co/N4kCerZEgy"
CNN,2018-10-12 04:26:06+00:00,98,0.1027,0.18,0.667,0.153,Here's how you can help the victims of Hurricane Michael https://t.co/VuFDAitJyA https://t.co/k09gjFMYcg
CNN,2018-10-12 04:16:00+00:00,99,0.0,0.0,1.0,0.0,"Banksy's ""Girl with Balloon"" was reduced to shreds last Friday, moments after selling for $1.4 million. Now, the sa… https://t.co/NkyvPZePlJ"
CNN,2018-10-12 04:01:04+00:00,100,0.7906,0.304,0.696,0.0,Someone bought the domain bearing Supreme Court Justice Brett Kavanaugh's name and turned it into a site dedicated… https://t.co/alFsxONNLW
FoxNews,2018-10-12 19:20:20+00:00,1,0.6249,0.204,0.796,0.0,".@POTUS departs for Ohio, where he will make remarks at a ""Make America Great Again"" rally tonight. https://t.co/OS8axSF6Um"
FoxNews,2018-10-12 19:11:44+00:00,2,0.0,0.0,1.0,0.0,".@facebook says hackers accessed phone numbers, email addresses as part of latest breach https://t.co/x8Etg9rLhO"
FoxNews,2018-10-12 19:00:14+00:00,3,0.0,0.0,1.0,0.0,Pennsylvania GOP gov candidate says he'll ‘stomp’ on Gov. Wolf’s face ‘with golf spikes’ https://t.co/c8kYP8e5se
FoxNews,2018-10-12 18:46:12+00:00,4,0.0,0.0,1.0,0.0,".@JessicaTarlov on 2020: @MikeBloomberg Could Go Toe-to-Toe With @realDonaldTrump, @SenKamalaHarris Could Be 'Formi… https://t.co/vvJMq2E7d6"
FoxNews,2018-10-12 18:21:29+00:00,5,0.4019,0.144,0.856,0.0,Sailors and Civilians assigned to Naval Support Activity (NSA) Mid-South participated in firefighter Olympics at th… https://t.co/5mguJO3nz3
FoxNews,2018-10-12 17:51:10+00:00,6,0.3182,0.223,0.777,0.0,"In-N-Out won’t expand east of Texas, owner says https://t.co/5rQhe1Lyg7"
FoxNews,2018-10-12 17:45:03+00:00,7,0.4466,0.211,0.789,0.0,RT @FoxBusiness: RECALL ALERT: Toyota issues recall for air bag flaw https://t.co/FCcFoa5SjR
FoxNews,2018-10-12 17:38:21+00:00,8,0.0,0.0,1.0,0.0,Crew member on Tom Hanks’ 'Mister Rogers' film set dies after two-story fall https://t.co/cgbxQdRBwR
FoxNews,2018-10-12 17:14:16+00:00,9,-0.5267,0.0,0.746,0.254,Dem Sen. Menendez faces unexpected danger in deep-blue New Jersey https://t.co/dMxzcnALHv
FoxNews,2018-10-12 17:11:14+00:00,10,0.5859,0.297,0.703,0.0,Nazi hunters who found 'Butcher of Lyon' are honored https://t.co/UnYCPlWFt8
FoxNews,2018-10-12 17:05:46+00:00,11,0.3818,0.133,0.867,0.0,.@RepMikeTurner: “The Trump administration deserves a lot of credit for raising the issue and bringing it to a conc… https://t.co/VTCd92lYM2
FoxNews,2018-10-12 16:55:19+00:00,12,-0.0015,0.101,0.798,0.101,"Walter Geoffrey the Frenchie was not pleased. After jumping into the car with his owner, he was excited because he… https://t.co/pJH4ihnhTy"
FoxNews,2018-10-12 16:33:18+00:00,13,-0.6705,0.0,0.743,0.257,"Graham: If Saudi Arabia Killed Jamal Khashoggi, It Will 'Destroy' Relationship With US https://t.co/Ena9bmUHJ6"
FoxNews,2018-10-12 16:28:35+00:00,14,-0.6597,0.0,0.597,0.403,Border officials alarmed by migrants abandoned in the desert https://t.co/RALxpPxwe6
FoxNews,2018-10-12 16:20:00+00:00,15,0.4019,0.197,0.803,0.0,Dave Chappelle defends Kanye West's Donald Trump meeting: 'I support him' https://t.co/B7hJtKswZm
FoxNews,2018-10-12 16:10:00+00:00,16,0.0,0.0,1.0,0.0,Princess Charlotte takes a tumble at Princess Eugenie's royal wedding https://t.co/HGqGogFE6V
FoxNews,2018-10-12 16:00:02+00:00,17,-0.0258,0.154,0.629,0.217,"Andrew Brunson, American pastor detained in Turkey, is freed, sentenced to time served https://t.co/KqxmRIUy36"
FoxNews,2018-10-12 15:53:29+00:00,18,-0.5267,0.0,0.702,0.298,Mom horribly bruised shielding baby from softball-sized hailstones https://t.co/yvpmMC4BVY
FoxNews,2018-10-12 15:49:53+00:00,19,0.0772,0.08,0.92,0.0,.@seanspicer: “This has been a continuation of a number of accomplishments that the president has received bringing… https://t.co/UO5ZDaubbi
FoxNews,2018-10-12 15:39:39+00:00,20,0.0,0.0,1.0,0.0,"Lauren Brunson, Pastor Brunson’s Sister: “I really don’t believe we’d be here today without the administration that… https://t.co/Zc9vwJoEMA"
FoxNews,2018-10-12 15:32:07+00:00,21,0.3612,0.143,0.857,0.0,"Lauren Brunson, Pastor Brunson’s Sister: “I know he’s eager to see his children again.” https://t.co/pRnzGflSaF https://t.co/ioTsOaKQXo"
FoxNews,2018-10-12 15:28:48+00:00,22,0.3291,0.144,0.856,0.0,"Lauren Brunson, Pastor Brunson’s Sister: “We’re overjoyed, but it still doesn’t quite seem real.”… https://t.co/gPH7BU37JE"
FoxNews,2018-10-12 15:12:11+00:00,23,-0.7003,0.0,0.424,0.576,Left-wing student charged for attacking pro-life protest https://t.co/8dbA3n4nHo
FoxNews,2018-10-12 15:01:01+00:00,24,-0.4767,0.0,0.795,0.205,"Trump snubs Feinstein, Harris to nominate conservative judges to liberal 9th Circuit https://t.co/Rxd28jThhc"
FoxNews,2018-10-12 14:54:41+00:00,25,0.0,0.0,1.0,0.0,"RT @FoxBusiness: China's Sept. trade surplus with U.S. widens to record $34.13B
https://t.co/GuPu39LB6w"
FoxNews,2018-10-12 14:37:24+00:00,26,0.0,0.0,1.0,0.0,National Law Enforcement Museum invites visitors to 'walk in the shoes' of police with high-tech exhibits https://t.co/0s2vxoskJF
FoxNews,2018-10-12 14:36:22+00:00,27,0.0,0.0,1.0,0.0,Melania Trump on her husband’s alleged infidelity: ‘It is not a concern or focus of mine’ https://t.co/Wzoa2ULTsJ
FoxNews,2018-10-12 14:30:14+00:00,28,0.4023,0.271,0.607,0.121,".@LindseyGrahamSC: “I’m pleased, I’m not going to celebrate until he gets home. I want to thank the Trump administr… https://t.co/KOAQ3oYCOM"
FoxNews,2018-10-12 14:11:13+00:00,29,0.0,0.0,1.0,0.0,"Moments ago, President @realDonaldTrump tweeted about Pastor Andrew Brunson https://t.co/pRnzGflSaF https://t.co/b3g4vJrfkt"
FoxNews,2018-10-12 14:07:13+00:00,30,0.5719,0.207,0.793,0.0,".@SenThomTillis: “I’ve got to thank President Trump. He was the, I think, MVP in helping us get Pastor Brunson rele… https://t.co/Ch7ZRnM0t5"
FoxNews,2018-10-12 14:02:47+00:00,31,0.7841,0.33,0.67,0.0,.@SenThomTillis: “It’s the best possible outcome. We’re very excited for Pastor Brunson and his wife.” https://t.co/s8GaTlbJTa
FoxNews,2018-10-12 13:45:50+00:00,32,-0.0258,0.138,0.667,0.195,"BREAKING NEWS: Andrew Brunson, American pastor detained in Turkey, is freed, sentenced to time served… https://t.co/ip3HLy7aQD"
FoxNews,2018-10-12 13:11:44+00:00,33,0.0,0.0,1.0,0.0,FEMA holds a briefing on the aftermath of Hurricane Michael. https://t.co/sDZqGvrw5b
FoxNews,2018-10-12 13:10:42+00:00,34,0.0,0.0,1.0,0.0,About 1M without power after Hurricane Michael shreds electric grids; towns flattened https://t.co/D4uTOQSD81
FoxNews,2018-10-12 13:05:16+00:00,35,-0.1779,0.113,0.739,0.148,"GOP now on the offensive in several Senate races, could expand majority even if House flips https://t.co/vKDnqABtEN"
FoxNews,2018-10-12 12:49:25+00:00,36,-0.4215,0.0,0.763,0.237,Walter Geoffrey the Frenchie throws tantrum over closed park https://t.co/D8MoU5xhDR
FoxNews,2018-10-12 12:40:08+00:00,37,0.3612,0.128,0.872,0.0,".@Franklin_Graham: “He could be coming home and this is something we’ve been praying for, for a long time.” https://t.co/BCHvWqGqEm"
FoxNews,2018-10-12 12:29:48+00:00,38,-0.0772,0.16,0.663,0.177,Renewed hope for release of jailed American pastor in Turkey; @BenjaminHallFNC reports https://t.co/yO3as2jfu8 https://t.co/YMcjTt35JL
FoxNews,2018-10-12 12:16:08+00:00,39,0.4215,0.25,0.625,0.125,"Flake calls Trump supporters' 'lock her up' chants 'disturbing,' and fears for future of Republican Party https://t.co/snFUE5R7QQ"
FoxNews,2018-10-12 12:14:22+00:00,40,-0.2732,0.13,0.621,0.249,"Pope Francis accepts resignation of Cardinal Wuerl, DC archbishop linked to sex-abuse cover-up https://t.co/IYbnGEzFoN"
FoxNews,2018-10-12 12:09:36+00:00,41,0.3818,0.157,0.843,0.0,".@SteveScalise: “You resolve your differences at the ballot box, you don’t resort to violence.” https://t.co/enDTnlMHy7"
FoxNews,2018-10-12 12:07:24+00:00,42,-0.8176,0.0,0.694,0.306,"OPINION: Rep. Steve Scalise: When Eric Holder, other Dems call for violence, that's a direct threat to our democracy https://t.co/si9UR6YExz"
FoxNews,2018-10-12 12:06:37+00:00,43,-0.0772,0.092,0.803,0.104,"Buffalo Bills fan takes jab from the grave, requests six players as pallbearers so they 'can let him down one last… https://t.co/M8LjfI9q8o"
FoxNews,2018-10-12 12:00:54+00:00,44,0.0,0.0,1.0,0.0,Princess Eugenie marries Jack Brooksbank at Windsor Castle https://t.co/xZkQWY5YyY
FoxNews,2018-10-12 11:48:35+00:00,45,0.7397,0.221,0.779,0.0,".@DiamondandSilk: “I am so, just very proud of Kanye, that he was bold enough to go to the Oval Office, sit down an… https://t.co/dkao3URVxO"
FoxNews,2018-10-12 11:42:49+00:00,46,0.0,0.0,1.0,0.0,.@GOPChairwoman: “We need to return to civility.” https://t.co/NmOcMLVcVA
FoxNews,2018-10-12 11:37:35+00:00,47,0.0,0.0,1.0,0.0,"Jack Brooksbank places the ring on the finger of Britain's Princess Eugenie of York, the granddaughter of Queen Eli… https://t.co/PaCs6rHFre"
FoxNews,2018-10-12 11:10:22+00:00,48,-0.0772,0.147,0.693,0.16,"OPINION: Christopher Scalia: Lessons from the Kavanaugh chaos -- What my father, Justice Antonin Scalia, would have… https://t.co/X5bG0trVYf"
FoxNews,2018-10-12 10:59:00+00:00,49,-0.296,0.0,0.845,0.155,Body on Oregon’s Mount Hood ID'd as that of missing Arizona hiker https://t.co/AS4Y72eXtl
FoxNews,2018-10-12 10:52:00+00:00,50,0.5106,0.231,0.769,0.0,Arizona Senate hopeful Sinema implied state produced 'crazy' in 2011 speech https://t.co/ha27Dz7TBi
FoxNews,2018-10-12 10:37:00+00:00,51,0.3182,0.206,0.704,0.09,"Rear Adm. Cedric Pringle greets retired Chief Petty Officer Richard ""Johnny"" Johnson, a Pearl Harbor survivor, duri… https://t.co/TDIsv7a10w"
FoxNews,2018-10-12 10:30:00+00:00,52,0.1779,0.078,0.922,0.0,Jason Nichols: “We certainly need to have civil conversations with people that wanna be civil. But we also have to… https://t.co/doKtb59XHf
FoxNews,2018-10-12 10:22:00+00:00,53,-0.6249,0.0,0.683,0.317,Oregon man lunges for police officer’s gun during trial in shocking video https://t.co/gL0hg5nQWF
FoxNews,2018-10-12 10:15:00+00:00,54,-0.6908,0.0,0.749,0.251,Ed Martin on confrontational Democratic rhetoric: “I think it’s a terrible message for Eric Holder to put out…And I… https://t.co/uOK6fPLGi7
FoxNews,2018-10-12 10:10:52+00:00,55,0.0,0.0,1.0,0.0,.@schmittnyc is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/wJZYDiLOhZ
FoxNews,2018-10-12 10:07:00+00:00,56,0.4939,0.151,0.849,0.0,"Speaking on #Hannity, Florida's @AGPamBondi praised Kanye West’s visit to the White House Thursday. “He gets it,” s… https://t.co/3tywPHEbHJ"
FoxNews,2018-10-12 10:01:00+00:00,57,0.0,0.0,1.0,0.0,"Decades later, authorities link husband to wife's 1975 disappearance https://t.co/Egim8phtWg"
FoxNews,2018-10-12 09:52:01+00:00,58,-0.4767,0.163,0.444,0.393,"Suspect admits to Bulgarian journalist attack, prosecutors say https://t.co/kp4L1D6b8B"
FoxNews,2018-10-12 09:48:00+00:00,59,0.25,0.125,0.8,0.075,Kroll: “There’s a rebellion going on in cities like Minneapolis and across the country against the Trump administra… https://t.co/OBI0N3TEqk
FoxNews,2018-10-12 09:44:00+00:00,60,-0.296,0.0,0.879,0.121,"Lt. Bob Kroll, MPD Federation president: “It’s extreme left-wing politics here in Minneapolis…They refuse to accept… https://t.co/igGT7PVPN9"
FoxNews,2018-10-12 09:39:00+00:00,61,0.0,0.0,1.0,0.0,"McCaskill beholden to national Dems, not constituents, on Census citizenship question, GOP's Hawley says https://t.co/mqUM8AqjCx"
FoxNews,2018-10-12 09:35:00+00:00,62,-0.2732,0.0,0.89,0.11,Financial Analyst Dan Geltrude on stock market drop: “We already know historically that October is a very volatile… https://t.co/NiQhu85WYA
FoxNews,2018-10-12 09:31:00+00:00,63,0.4939,0.176,0.824,0.0,".@RealCandaceO, the communications director for Turning Point USA, praised Kanye West’s meeting with @POTUS Thursda… https://t.co/wnJNu5XFhE"
FoxNews,2018-10-12 09:28:00+00:00,64,0.1779,0.091,0.909,0.0,@PatricePinkFile on Kanye West’s White House visit: “The past solutions have not worked. Let’s try something differ… https://t.co/IHgL19mpug
FoxNews,2018-10-12 09:24:00+00:00,65,-0.6249,0.0,0.785,0.215,"Hoffman: “Just this past summer, terrorists used drones, they called them DBIEDs — drone-born improvised explosive… https://t.co/jmP72Zdfy7"
FoxNews,2018-10-12 09:23:30+00:00,66,0.7322,0.306,0.694,0.0,Geltrude: “@POTUS really does have a good point here…Why is the Fed raising interest rates?” @FoxFriendsFirst https://t.co/sxv3sznlBD
FoxNews,2018-10-12 09:20:00+00:00,67,-0.4767,0.0,0.721,0.279,Michael blamed for at least 6 deaths @FoxFriendsFirst https://t.co/67HSNUKlQL https://t.co/yCIDixnpLg
FoxNews,2018-10-12 09:15:00+00:00,68,-0.4939,0.0,0.849,0.151,.@GriffJenkins took to the sky to have a look at the damage caused in Florida by Hurricane Michael @FoxFriendsFirst… https://t.co/4YxQVQPXVk
FoxNews,2018-10-12 09:09:00+00:00,69,-0.91,0.0,0.596,0.404,"Daniel Hoffman on drone terror threat: “We’ve been detecting terrorist use of drones in Iraq, for example, in Ramad… https://t.co/huGf9gArnA"
FoxNews,2018-10-12 09:05:00+00:00,70,-0.5859,0.0,0.593,0.407,FBI warns of escalating drone threat @FoxFriendsFirst https://t.co/vOplWbO2l5 https://t.co/wIi2d2vUFE
FoxNews,2018-10-12 09:00:01+00:00,71,-0.4019,0.0,0.863,0.137,Attorney David Bruno: “Rod Rosenstein is the supervisor of the Mueller investigation. Arguments are that because he… https://t.co/mOw0rZlpue
FoxNews,2018-10-12 08:52:00+00:00,72,0.0,0.0,1.0,0.0,About 1M without power after Hurricane Michael shreds electric grids; towns flattened https://t.co/9LwrqAop23
FoxNews,2018-10-12 08:45:00+00:00,73,0.0,0.0,1.0,0.0,"Celebrities bash meeting between Kanye West, @POTUS @foxfriendsfirst https://t.co/RSkpJi8xP7 https://t.co/4zxXghzzU4"
FoxNews,2018-10-12 08:30:02+00:00,74,0.0,0.0,1.0,0.0,Mnuchin to visit Saudi Arabia amid Khashoggi mystery @foxfriendsfirst https://t.co/s2rnO1NSEg https://t.co/8DINEcc8lU
FoxNews,2018-10-12 08:23:00+00:00,75,-0.2263,0.0,0.888,0.112,Family files lawsuit after shooting victim's body found in van 49 days after vehicle impounded https://t.co/UTjSIGTGmw
FoxNews,2018-10-12 08:17:00+00:00,76,-0.4019,0.0,0.816,0.184,"Detained Pastor Brunson heads to court, @DougLuzader has the story @foxfriendsfirst https://t.co/q9KzMtmHsk https://t.co/AVR5sJrUMO"
FoxNews,2018-10-12 08:12:00+00:00,77,-0.4588,0.0,0.812,0.188,"Teen crashes, dies in police chase after beating mom with bat, reports say https://t.co/3tKPE99Dnw"
FoxNews,2018-10-12 08:05:00+00:00,78,-0.0772,0.147,0.693,0.16,"Christopher Scalia: Lessons from the Kavanaugh chaos -- What my father, Justice Antonin Scalia, would have thought… https://t.co/dFy8F2O0tG"
FoxNews,2018-10-12 07:52:00+00:00,79,-0.6808,0.0,0.705,0.295,MSU student allegedly raped woman hours after she attended #MeToo rally https://t.co/oU8xcqkz4O
FoxNews,2018-10-12 07:45:01+00:00,80,0.4902,0.131,0.869,0.0,.@KarlRove: “There’s been so much good news about the stock market in the last year and a half that that might offs… https://t.co/hhNsAHJUrV
FoxNews,2018-10-12 07:37:00+00:00,81,-0.4576,0.0,0.786,0.214,"Virginia firefighter dies, several more injured when semi-truck rams into firetruck https://t.co/toUeZYvUEW"
FoxNews,2018-10-12 07:30:00+00:00,82,-0.5106,0.0,0.845,0.155,".@kayleighmcenany on prison reform: “@RepDougCollins said we are one vote away in the Senate, one vote from prison… https://t.co/bDD09IvCvq"
FoxNews,2018-10-12 07:22:00+00:00,83,-0.5994,0.0,0.738,0.262,Georgia father describes ‘hell’ of 11-year-old daughter’s death during Hurricane Michael https://t.co/Do09w4refp
FoxNews,2018-10-12 07:15:00+00:00,84,0.0,0.0,1.0,0.0,".@kayleighmcenany: “He had very well-informed political opinions, but you’re going to hear the left call him mental… https://t.co/wkBw80PM35"
FoxNews,2018-10-12 07:08:00+00:00,85,-0.802,0.0,0.676,0.324,Former reality TV star gets 16 years in DUI crash that killed US Coast Guard technician https://t.co/AMN74ohRie
FoxNews,2018-10-12 07:01:01+00:00,86,0.0,0.0,1.0,0.0,".@MZHemingway on the midterms: ""We were being told that it was going to be a blue wave and that everything was goin… https://t.co/EYMn7gNrqz"
FoxNews,2018-10-12 06:53:00+00:00,87,-0.8658,0.0,0.452,0.548,Two men charged with raping 9-month-old baby and filming attack https://t.co/hatejaLD12
FoxNews,2018-10-12 06:45:00+00:00,88,0.0,0.0,1.0,0.0,.@LawrenceBJones3 on Kanye’s White House visit: “There have been a lot of black Republicans within the movement tha… https://t.co/gX5YDMgrhs
FoxNews,2018-10-12 06:39:50+00:00,89,0.0,0.0,1.0,0.0,Crowds begin gathering outside Windsor Castle in England before the wedding of Princess Eugenie and Jack Brooksbank… https://t.co/sCkXrgQiec
FoxNews,2018-10-12 06:37:00+00:00,90,-0.296,0.0,0.855,0.145,"Saudi Arabia faces backlash from Branson, other businesses over missing writer (via @FoxBusiness) https://t.co/3o5KsiB7Q0"
FoxNews,2018-10-12 06:30:00+00:00,91,-0.5875,0.0,0.814,0.186,"Kanye West: ""If [@POTUS] don't look good, we don't look good. This is our president. He has to be the freshest, the… https://t.co/EqSreaPs0m"
FoxNews,2018-10-12 06:30:00+00:00,92,0.0,0.0,1.0,0.0,".@RepMarkMeadows: ""It's about time that Bob Mueller — he must finish the investigation. It's time to call it quits."" https://t.co/lGtnQBkhQ1"
FoxNews,2018-10-12 06:22:00+00:00,93,0.6369,0.244,0.756,0.0,Banksy painting renamed 'Love is in the Bin' after shredding during live auction https://t.co/kWbCodKVit
FoxNews,2018-10-12 06:15:00+00:00,94,-0.25,0.165,0.61,0.226,".@RealCandaceO: ""The left has become the party of hate and division."" https://t.co/YAs6IU34UF"
FoxNews,2018-10-12 06:08:00+00:00,95,-0.6486,0.0,0.71,0.29,"Wife charged in husband's fatal stabbing offered multiple accounts of what happened, authorities say https://t.co/cvTDktH0hs"
FoxNews,2018-10-12 06:01:00+00:00,96,0.0,0.0,1.0,0.0,".@JedediahBila: ""You have to give Kanye credit...he goes in, he speaks his mind."" https://t.co/DSpv6wIjeb"
FoxNews,2018-10-12 05:52:00+00:00,97,-0.296,0.141,0.647,0.212,"Ten toes, 36,000 feet: Passenger shamed for giving herself a 'pedicure' on plane https://t.co/bmmfW5b9ez"
FoxNews,2018-10-12 05:45:00+00:00,98,0.6124,0.217,0.783,0.0,.@POTUS: “How does it feel to be in the Oval Office?” Kanye West: “It is good energy in this.”… https://t.co/sAgFL63FRX
FoxNews,2018-10-12 05:38:00+00:00,99,-0.1531,0.0,0.904,0.096,Crew member 'critical' after falling 2 stories on set of Tom Hanks’ 'Mister Rogers' film: reports https://t.co/QxCvMeTiCx
FoxNews,2018-10-12 05:30:00+00:00,100,0.5267,0.274,0.726,0.0,".@AGPamBondi: ""Kanye West is brave. He's his own man."" https://t.co/rJNu2aAfD7"
nytimes,2018-10-12 19:20:04+00:00,1,0.0,0.0,1.0,0.0,RT @TheSteinLine: What's ahead for the Warriors and the rest of the league? I asked the only two Golden State cornerstones under contract f…
nytimes,2018-10-12 19:10:07+00:00,2,0.4404,0.42,0.58,0.0,"They're good dogs, science https://t.co/RrARfMQuZX"
nytimes,2018-10-12 19:00:11+00:00,3,-0.2885,0.094,0.719,0.186,"RT @jmartNYT: EXCLUSIVE: Maine gov candidate Shawn Moody settled a sex discrimination lawsuit in 2006

The woman, telling her story publicl…"
nytimes,2018-10-12 18:50:05+00:00,4,0.3612,0.111,0.889,0.0,"In California, Proposition 10 has put a new focus on an old question: whether rent control tends to ease or compoun… https://t.co/KCqWGnBMWs"
nytimes,2018-10-12 18:35:05+00:00,5,0.0,0.0,1.0,0.0,"Commerce Secretary Wilbur Ross has shifted his explanation for adding a citizenship question to the 2020 census, sa… https://t.co/wGcMOprkoF"
nytimes,2018-10-12 18:25:02+00:00,6,0.6059,0.298,0.702,0.0,"""Democrats have a rare opportunity to gain a foothold against President Trump’s Republican Party. But if they come… https://t.co/ZbHCb3QVdQ"
nytimes,2018-10-12 18:10:06+00:00,7,-0.34,0.0,0.893,0.107,RT @carlzimmer: Islands of green in oceans of flame: I write this week in @nytimes about the science of fire refugia https://t.co/WTsoD6opU…
nytimes,2018-10-12 17:55:04+00:00,8,0.2263,0.087,0.913,0.0,"The Seven Sisters have long been popular among hikers. But over the past 2 years, visitors from China have been inc… https://t.co/E7BYjPk63n"
nytimes,2018-10-12 17:40:09+00:00,9,0.2023,0.087,0.913,0.0,"Facebook is still investigating how hackers gained access to its network. But in a Friday update, the company now s… https://t.co/QCBlhI8Ia5"
nytimes,2018-10-12 17:25:03+00:00,10,0.1531,0.074,0.926,0.0,"In a poll completed Thursday night by The New York Times Upshot and Siena College, Ted Cruz held a solid lead over… https://t.co/ZSH3XeZ41a"
nytimes,2018-10-12 17:15:04+00:00,11,-0.3612,0.0,0.906,0.094,"RT @nytopinion: Old folks are counting on the young to be clueless, to stay in a social media stupor while the rest of the country designs…"
nytimes,2018-10-12 17:00:18+00:00,12,-0.7579,0.0,0.764,0.236,"By the Book: Susan Orlean, the author of “The Library Book,” says she is ""a sucker for a sad book. As wrenching and… https://t.co/zNeVGnCLh7"
nytimes,2018-10-12 16:45:04+00:00,13,-0.5106,0.0,0.864,0.136,"RT @nytopinion: Moustafa Kassem saw his American passport as his shield, his bulletproof armor. He is dying in an Egyptian prison, forgotte…"
nytimes,2018-10-12 16:30:07+00:00,14,0.3182,0.095,0.905,0.0,"Most of the time, The New York Times asks you to read something. Today we are inviting you, simply, to look: Here's… https://t.co/0ezzi188MD"
nytimes,2018-10-12 16:15:05+00:00,15,-0.6486,0.0,0.751,0.249,"With perhaps 5,000 still missing after a deadly earthquake and tsunami in Indonesia, the government has suspended l… https://t.co/QuNndJkVLq"
nytimes,2018-10-12 16:00:17+00:00,16,-0.1531,0.105,0.766,0.129,RT @dagnysalas: Stunning photos of the damage wrought by Hurricane Michael from our photojournalists on the ground and edited by @MorriganM…
nytimes,2018-10-12 15:50:06+00:00,17,0.0,0.0,1.0,0.0,"5 months after Prince Harry and Meghan Markle's wedding, another royal got married in Windsor: Princess Eugenie, wh… https://t.co/MMY628p7XN"
nytimes,2018-10-12 15:46:02+00:00,18,0.0,0.0,1.0,0.0,RT @heathertal: We're two years out from the point when nearly all Americans of northern European ancestry will be identifiable through cou…
nytimes,2018-10-12 15:30:11+00:00,19,0.0,0.0,1.0,0.0,"The NYT review of ""First Man"" https://t.co/uxJAVrT0Jg"
nytimes,2018-10-12 15:15:06+00:00,20,0.0,0.0,1.0,0.0,"Sheldon and Miriam Adelson are piling even more of their casino fortune into Republicans’ campaign efforts, people… https://t.co/nCogeZoOsm"
